premise,smcdel_problem,n_announcements,pbcheck,hypothesis,setup,hypothesis_depth,n_agents,label,names,index,s-l,deberta_pred,deberta_confidence,difficulty
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Lillie knows whether Lillie's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether 3) ] Agentb knows that (Agenta knows that (1&2&3))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether 3) ] 0",Ellen can now know that Johnny can know that everyone's forehead is muddy.,forehead_mirror,1,3,not_entailment,['Johnny' 'Ellen' 'Lillie'],449,forehead_mirror-0,0,0.9984947443,0.0015052557
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Salvatore's card is shown to Bess. Jimmy's card is shown to Jimmy. Matthew's card is shown to Jimmy. Salvatore's card is shown to Jimmy. Jimmy's card is shown to Matthew. Matthew's card is shown to Salvatore. It is publicly announced that someone picked a red card. It is publicly announced that Salvatore does not know whether or not everyone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:4 Agentb:2,3,4 Agentc:2 Agentd:3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentd knows whether (1&2&3&4)) ] (Agentb knows that 1)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:4 Agentb:2,3,4 Agentc:2 Agentd:3 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentd knows whether (1&2&3&4)) ] 0",Jimmy can now know that Bess picked a red card.,explicit,0,4,not_entailment,['Bess' 'Jimmy' 'Matthew' 'Salvatore'],40224,explicit-0,0,0.8476005793,0.1523994207
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Terri does not know whether Terri's forehead is muddy. It is publicly announced that Shirley knows whether Terri's forehead is muddy. It is publicly announced that Scott knows whether Scott's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether 2) ] [ ! (Agentc knows whether 2) ] [ ! (Agenta knows whether 1) ] (Agentc knows that (1&2&3))",3,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether 2) ] [ ! (Agentc knows whether 2) ] [ ! (Agenta knows whether 1) ] 0",Shirley can now know that everyone's forehead is muddy.,forehead,0,3,not_entailment,['Scott' 'Terri' 'Shirley'],26530,forehead-0,0,0.998672843,0.001327157
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Darrell knows whether Ann's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (Agentc knows whether 2) ] (Agenta knows that 1)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! (Agentc knows whether 2) ] 0",Laura can now know that Laura's forehead is muddy.,forehead,0,4,not_entailment,['Laura' 'Ann' 'Darrell' 'Barry'],32015,forehead-0,0,0.9979870319,0.0020129681
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that someone's forehead is muddy. It is publicly announced that Kendall's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (1|2|3) ] [ ! 2 ] (Agentc knows whether 2)",2,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (1|2|3) ] [ ! 2 ] 0",Tommy can now know whether Kendall's forehead is muddy.,forehead,0,3,entailment,['Carla' 'Kendall' 'Tommy'],4855,forehead-1,1,0.9995959401,0.0004040599
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Tarsha knows whether or not everyone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether (1&2&3&4)) ] Agentc knows that (Agentd knows that 2)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (Agenta knows whether (1&2&3&4)) ] 0",Dorothy can now know that Donna can know that Marie's forehead is muddy.,forehead_mirror,1,4,not_entailment,['Tarsha' 'Marie' 'Dorothy' 'Donna'],19513,forehead_mirror-0,0,0.9080273509,0.0919726491
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Sharon's card is shown to Sally. Sally's card is shown to Sharon. Sharon's card is shown to Sharon. Sally's card is shown to Kendall. Sharon's card is shown to Kendall. It is publicly announced that someone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:2 Agentb:1,2 Agentc:1,2 VALID? [ ! (1|2|3|4) ] (Agentc knows that (~(1|2|3|4)))",0,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2 Agentb:1,2 Agentc:1,2 VALID? [ ! (1|2|3|4) ] 0",Wayne can now know that nobody picked a red card.,explicit,0,4,not_entailment,['Sally' 'Sharon' 'Wayne' 'Kendall'],55501,explicit-0,0,0.9984028935,0.0015971065
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that not everyone's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (~(1&2&3&4)) ] Agentb knows whether (Agentd knows whether (1|2|3|4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! (~(1&2&3&4)) ] 0",Shannon can now know whether Natalie can know whether someone's forehead is muddy.,forehead_mirror,1,4,entailment,['Carol' 'Shannon' 'Robert' 'Natalie'],52442,forehead_mirror-1,1,0.9997754693,0.0002245307
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Pauline is not thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(3) ] Agenta knows whether (Agentb knows that 2)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! ~(3) ] 0",Byron can now know whether Michael can know that Michael is thirsty.,internal,1,3,not_entailment,['Byron' 'Michael' 'Pauline'],22173,internal-0,0,0.5393611789,0.4606388211
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Karla does not know whether or not everyone's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agentc knows whether (1&2&3)) ] Agentc knows that (Agenta knows whether (1&2&3))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agentc knows whether (1&2&3)) ] 0",Karla can now know that Bonnie can know whether or not everyone's forehead is muddy.,forehead,1,3,entailment,['Bonnie' 'Gabriel' 'Karla'],10469,forehead-1,1,0.9702560902,0.0297439098
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Steven's card is shown to Jarvis. Jarvis's card is shown to Paul. Paul's card is shown to Steven. Mark's card is shown to Steven. Steven's card is shown to Mark. It is publicly announced that someone picked a red card. It is publicly announced that Paul knows whether Jarvis picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:3 Agentb:1 Agentc:2,4 Agentd:3 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether 1) ] (Agentd knows that 2)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:3 Agentb:1 Agentc:2,4 Agentd:3 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether 1) ] 0",Mark can now know that Paul picked a red card.,explicit,0,4,not_entailment,['Jarvis' 'Paul' 'Steven' 'Mark'],42814,explicit-0,0,0.9967767596,0.0032232404
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Marisa's forehead is muddy. It is publicly announced that Marisa's forehead is muddy. It is publicly announced that Clarence's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! 3 ] [ ! 3 ] [ ! 2 ] (Agentb knows whether (1&2&3))",3,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! 3 ] [ ! 3 ] [ ! 2 ] 0",Clarence can now know whether or not everyone's forehead is muddy.,forehead_mirror,0,3,entailment,['Tillie' 'Clarence' 'Marisa'],65995,forehead_mirror-1,1,0.9996153116,0.0003846884
There are four persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Wanda's forehead is muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! 3 ] Agentb knows that (Agenta knows that 1)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2,3,4 Agentb:1,2,3,4 Agentc:1,2,3,4 Agentd:1,2,3,4 VALID? [ ! (1|2|3|4) ] [ ! 3 ] 0",Beverley can now know that Gary can know that Gary's forehead is muddy.,forehead_mirror,1,4,not_entailment,['Gary' 'Beverley' 'Wanda' 'Lisa'],45028,forehead_mirror-0,0,0.9871525168,0.0128474832
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Cody's card is shown to Lindsay. Mary's card is shown to Marie. Marie's card is shown to Cody. Cody's card is shown to Cody. Lindsay's card is shown to Mary. It is publicly announced that someone picked a red card. It is publicly announced that Lindsay does not know whether Mary picked a red card. It is publicly announced that Marie picked a black card.","VARS 1,2,3,4 LAW Top OBS Agenta:3 Agentb:4 Agentc:2,3 Agentd:1 VALID? [ ! (1|2|3|4) ] [ ! ~(Agenta knows whether 4) ] [ ! ~(2) ] (Agentd knows that 2)",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:3 Agentb:4 Agentc:2,3 Agentd:1 VALID? [ ! (1|2|3|4) ] [ ! ~(Agenta knows whether 4) ] [ ! ~(2) ] 0",Mary can now know that Marie picked a red card.,explicit,0,4,not_entailment,['Lindsay' 'Marie' 'Cody' 'Mary'],11254,explicit-0,0,0.954249382,0.045750618
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Erik knows whether someone's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether (1|2|3)) ] (Agentc knows whether (1|2|3))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether (1|2|3)) ] 0",Erik can now know whether someone's forehead is muddy.,forehead,0,3,entailment,['Matthew' 'Jay' 'Erik'],23103,forehead-1,1,0.9997423291,0.0002576709
There are two persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that someone's forehead is muddy. It is publicly announced that not everyone's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (1|2) ] [ ! (~(1&2)) ] (Agenta knows that (1&2))",2,"VARS 0,1,2 LAW Top OBS Agenta:1,2 Agentb:1,2 VALID? [ ! (1|2) ] [ ! (1|2) ] [ ! (~(1&2)) ] 0",Raymond can now know that everyone's forehead is muddy.,forehead_mirror,0,2,not_entailment,['Raymond' 'Randy'],36820,forehead_mirror-0,0,0.9986281395,0.0013718605
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Maurice's card is shown to Mary. Patrick's card is shown to Patrick. Daniel's card is shown to Patrick. Maurice's card is shown to Daniel. Patrick's card is shown to Maurice. It is publicly announced that someone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:4 Agentb:2,3 Agentc:4 Agentd:2 VALID? [ ! (1|2|3|4) ] (Agenta knows whether (1|2|3|4))",0,"VARS 0,1,2,3,4 LAW Top OBS Agenta:4 Agentb:2,3 Agentc:4 Agentd:2 VALID? [ ! (1|2|3|4) ] 0",Mary can now know whether someone picked a red card.,explicit,0,4,entailment,['Mary' 'Patrick' 'Daniel' 'Maurice'],26466,explicit-1,1,0.9997703433,0.0002296567
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Anthony knows whether someone is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether (1|2|3|4)) ] Agentd knows that (Agentb knows whether 4)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! (Agentb knows whether (1|2|3|4)) ] 0",Kristy can now know that Anthony can know whether Kristy is thirsty.,internal,1,4,not_entailment,['Rebecca' 'Anthony' 'Wilmer' 'Kristy'],32041,internal-0,0,0.9971690774,0.0028309226
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). James's card is shown to James. Iris's card is shown to James. Iris's card is shown to Rita. Darlene's card is shown to Iris. Iris's card is shown to Iris. It is publicly announced that someone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:2,4 Agentb:4 Agentc:1,4 VALID? [ ! (1|2|3|4) ] Agenta knows that (Agentc knows that 1)",0,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,4 Agentb:4 Agentc:1,4 VALID? [ ! (1|2|3|4) ] 0",Darlene can now know that Rita can know that Darlene picked a red card.,explicit,1,4,not_entailment,['Darlene' 'James' 'Rita' 'Iris'],18665,explicit-0,0,0.99775213,0.00224787
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Candace knows whether or not nobody is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! (Agentd knows whether (~(1|2|3|4))) ] (Agentd knows whether (1&2&3&4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! (Agentd knows whether (~(1|2|3|4))) ] 0",Candace can now know whether or not everyone is thirsty.,internal,0,4,not_entailment,['Jennifer' 'Robert' 'Katherine' 'Candace'],41710,internal-0,0,0.9973291159,0.0026708841
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Dana does not know whether Laura is thirsty. It is publicly announced that not everyone is thirsty. It is publicly announced that Robert is thirsty. It is publicly announced that Dana knows whether Robert is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentc knows whether 4) ] [ ! (~(1&2&3&4)) ] [ ! 2 ] [ ! (Agentc knows whether 2) ] (Agentd knows that (~(1|2|3|4)))",4,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] [ ! ~(Agentc knows whether 4) ] [ ! (~(1&2&3&4)) ] [ ! 2 ] [ ! (Agentc knows whether 2) ] 0",Laura can now know that nobody is thirsty.,internal,0,4,not_entailment,['Vivian' 'Robert' 'Dana' 'Laura'],26694,internal-0,0,0.9984614849,0.0015385151
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy. It is publicly announced that Charles's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! 1 ] (Agenta knows that (~(1|2|3)))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] [ ! 1 ] 0",Charles can now know that nobody's forehead is muddy.,forehead_mirror,0,3,not_entailment,['Charles' 'Jay' 'Josephine'],44492,forehead_mirror-0,0,0.9984556437,0.0015443563
There are three persons. Everyone is visible to others. There is a mirror in the room. It is publicly announced that someone's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] Agenta knows whether (Agentc knows whether (~(1|2|3)))",0,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:1,2,3 Agentc:1,2,3 VALID? [ ! (1|2|3) ] 0",James can now know whether Jeanette can know whether or not nobody's forehead is muddy.,forehead_mirror,1,3,entailment,['James' 'Christopher' 'Jeanette'],20591,forehead_mirror-1,1,0.9997516274,0.0002483726
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Catalina knows whether Catalina is thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether 3) ] Agenta knows that (Agentc knows whether (1&2&3))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! (Agentc knows whether 3) ] 0",Terri can now know that Catalina can know whether or not everyone is thirsty.,internal,1,3,not_entailment,['Terri' 'Elizabeth' 'Catalina'],23803,internal-0,0,0.9563533068,0.0436466932
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Doris's forehead is not muddy. It is publicly announced that James does not know whether James's forehead is muddy. It is publicly announced that James knows whether or not everyone's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(1) ] [ ! ~(Agentb knows whether 2) ] [ ! (Agentb knows whether (1&2&3)) ] Agentb knows whether (Agenta knows whether (1|2|3))",3,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(1) ] [ ! ~(Agentb knows whether 2) ] [ ! (Agentb knows whether (1&2&3)) ] 0",James can now know whether Doris can know whether someone's forehead is muddy.,forehead,1,3,entailment,['Doris' 'James' 'Ola'],55162,forehead-1,1,0.9997733235,0.0002266765
There are two persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Eva knows whether Patricia's forehead is muddy. It is publicly announced that Patricia does not know whether or not everyone's forehead is muddy.,"VARS 1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! (Agentb knows whether 1) ] [ ! ~(Agenta knows whether (1&2)) ] (Agenta knows that (1&2))",2,"VARS 0,1,2 LAW Top OBS Agenta:2 Agentb:1 VALID? [ ! (1|2) ] [ ! (Agentb knows whether 1) ] [ ! ~(Agenta knows whether (1&2)) ] 0",Patricia can now know that everyone's forehead is muddy.,forehead,0,2,not_entailment,['Patricia' 'Eva'],8829,forehead-0,0,0.9947974682,0.0052025318
There are three persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that everyone is thirsty.,"VARS 1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! (1&2&3) ] Agenta knows whether (Agentb knows that 2)",1,"VARS 0,1,2,3 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 VALID? [ ! (1|2|3) ] [ ! (1&2&3) ] 0",Joan can now know whether Rhonda can know that Rhonda is thirsty.,internal,1,3,entailment,['Joan' 'Rhonda' 'Mario'],46981,internal-1,1,0.9765732288,0.0234267712
"There are two persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Dorothy's card is shown to Dorothy. Earl's card is shown to Dorothy. Dorothy's card is shown to Earl. It is publicly announced that someone picked a red card. It is publicly announced that Earl does not know whether or not everyone picked a red card.","VARS 1,2 LAW Top OBS Agenta:1,2 Agentb:1 VALID? [ ! (1|2) ] [ ! ~(Agentb knows whether (1&2)) ] Agentb knows that (Agenta knows that 1)",1,"VARS 0,1,2 LAW Top OBS Agenta:1,2 Agentb:1 VALID? [ ! (1|2) ] [ ! ~(Agentb knows whether (1&2)) ] 0",Earl can now know that Dorothy can know that Dorothy picked a red card.,explicit,1,2,entailment,['Dorothy' 'Earl'],66928,explicit-1,1,0.8667244315,0.1332755685
There are two persons. Everyone is visible to others. It is publicly announced that someone is thirsty. It is publicly announced that Ethel knows whether or not everyone is thirsty.,"VARS 1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (Agenta knows whether (1&2)) ] Agenta knows that (Agentb knows that 1)",1,"VARS 0,1,2 LAW Top OBS Agenta:1 Agentb:2 VALID? [ ! (1|2) ] [ ! (Agenta knows whether (1&2)) ] 0",Ethel can now know that Clara can know that Ethel is thirsty.,internal,1,2,not_entailment,['Ethel' 'Clara'],1935,internal-0,0,0.5484620929,0.4515379071
There are three persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Michael does not know whether Michael's forehead is muddy.,"VARS 1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether 2) ] Agentc knows whether (Agentb knows whether (1|2|3))",1,"VARS 0,1,2,3 LAW Top OBS Agenta:2,3 Agentb:1,3 Agentc:1,2 VALID? [ ! (1|2|3) ] [ ! ~(Agentb knows whether 2) ] 0",Lenora can now know whether Michael can know whether someone's forehead is muddy.,forehead,1,3,entailment,['Elsie' 'Michael' 'Lenora'],3029,forehead-1,1,0.9997629523,0.0002370477
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Leo's card is shown to Leo. William's card is shown to Leo. Frank's card is shown to William. Frank's card is shown to Frank. Frank's card is shown to Robert. It is publicly announced that someone picked a red card. It is publicly announced that Frank picked a red card. It is publicly announced that Leo picked a black card.","VARS 1,2,3,4 LAW Top OBS Agenta:1,2 Agentb:3 Agentc:3 Agentd:3 VALID? [ ! (1|2|3|4) ] [ ! 3 ] [ ! ~(1) ] (Agentb knows that 4)",2,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,2 Agentb:3 Agentc:3 Agentd:3 VALID? [ ! (1|2|3|4) ] [ ! 3 ] [ ! ~(1) ] 0",William can now know that Robert picked a red card.,explicit,0,4,not_entailment,['Leo' 'William' 'Frank' 'Robert'],53695,explicit-0,0,0.8630063534,0.1369936466
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Phyllis's card is shown to Phyllis. James's card is shown to Phyllis. Phyllis's card is shown to Kevin. Kevin's card is shown to Kevin. James's card is shown to James. Phyllis's card is shown to Bertha. Kevin's card is shown to Bertha. It is publicly announced that someone picked a red card. It is publicly announced that Phyllis does not know whether Bertha picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:1,3 Agentb:1,2 Agentc:3 Agentd:1,2 VALID? [ ! (1|2|3|4) ] [ ! ~(Agenta knows whether 4) ] Agentc knows whether (Agenta knows whether (1|2|3|4))",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1,3 Agentb:1,2 Agentc:3 Agentd:1,2 VALID? [ ! (1|2|3|4) ] [ ! ~(Agenta knows whether 4) ] 0",James can now know whether Phyllis can know whether someone picked a red card.,explicit,1,4,entailment,['Phyllis' 'Kevin' 'James' 'Bertha'],19357,explicit-1,1,0.9997759461,0.0002240539
"There are three persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Candace's card is shown to Candace. Jessie's card is shown to Candace. Candace's card is shown to Jessie. It is publicly announced that someone picked a red card.","VARS 1,2,3 LAW Top OBS Agenta:1,2 Agentb:1 VALID? [ ! (1|2|3) ] Agentb knows whether (Agenta knows that 3)",0,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2 Agentb:1 VALID? [ ! (1|2|3) ] 0",Jessie can now know whether Candace can know that Carol picked a red card.,explicit,1,3,not_entailment,['Candace' 'Jessie' 'Carol'],45434,explicit-0,1,0.9397929907,1.9397929907
There are four persons. Everyone is visible to others. It is publicly announced that someone is thirsty.,"VARS 1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] (Agentc knows whether 4)",0,"VARS 0,1,2,3,4 LAW Top OBS Agenta:1 Agentb:2 Agentc:3 Agentd:4 VALID? [ ! (1|2|3|4) ] 0",Joseph can now know whether Frank is thirsty.,internal,0,4,not_entailment,['Gloria' 'Lynette' 'Joseph' 'Frank'],7533,internal-0,0,0.9977206588,0.0022793412
There are four persons. Everyone is visible to others. It is publicly announced that someone's forehead is muddy. It is publicly announced that Ethel's forehead is not muddy.,"VARS 1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(3) ] (Agentb knows that 4)",1,"VARS 0,1,2,3,4 LAW Top OBS Agenta:2,3,4 Agentb:1,3,4 Agentc:1,2,4 Agentd:1,2,3 VALID? [ ! (1|2|3|4) ] [ ! ~(3) ] 0",James can now know that David's forehead is muddy.,forehead,0,4,not_entailment,['Cynthia' 'James' 'Ethel' 'David'],12072,forehead-0,0,0.9956291914,0.0043708086
"There are four persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). Howard's card is shown to Maria. Wilhelmina's card is shown to Wilhelmina. Maria's card is shown to Christina. Howard's card is shown to Howard. It is publicly announced that someone picked a red card.","VARS 1,2,3,4 LAW Top OBS Agenta:4 Agentb:2 Agentc:1 Agentd:4 VALID? [ ! (1|2|3|4) ] (Agentc knows whether 4)",0,"VARS 0,1,2,3,4 LAW Top OBS Agenta:4 Agentb:2 Agentc:1 Agentd:4 VALID? [ ! (1|2|3|4) ] 0",Christina can now know whether Howard picked a red card.,explicit,0,4,not_entailment,['Maria' 'Wilhelmina' 'Christina' 'Howard'],21691,explicit-0,1,0.8275219202,1.8275219202
"There are three persons. Everyone is visible to others. Each person draws a card, face unrevealed (red or black). John's card is shown to Ted. Ted's card is shown to Ted. Henry's card is shown to Ted. Ted's card is shown to Henry. It is publicly announced that someone picked a red card.","VARS 1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:2 VALID? [ ! (1|2|3) ] (Agenta knows that (1|2|3))",0,"VARS 0,1,2,3 LAW Top OBS Agenta:1,2,3 Agentb:2 VALID? [ ! (1|2|3) ] 0",John can now know that someone picked a red card.,explicit,0,3,entailment,['John' 'Ted' 'Henry'],27417,explicit-1,1,0.9997698665,0.0002301335
